STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,AWND_ATTRIBUTES,DAPR,DAPR_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,PGTM,PGTM_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT07,WT07_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,1/11/2019,3,",,W",,,,,,,0,",,W,2400",,,,,13.3,"H,,S",18.3,",,W",10.6,",,W",110,",,W",150,",,W",5.4,",,W",6.3,",,W",1,",,W",,,,,,,,,,,,,1,",,W",,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,1/12/2019,2.8,",,W",,,,,,,23.6,",,W,2400",,,,,13,"H,,S",16.1,",,W",11.1,",,W",40,",,W",40,",,W",9.4,",,W",10.3,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,1/13/2019,2.2,",,W",,,,,,,0,",,W,2400",,,,,12.4,"H,,S",16.1,",,W",7.8,",,W",60,",,W",340,",,W",4.5,",,W",5.8,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,1/14/2019,3.8,",,W",,,,,,,27.4,",,W,2400",,,,,12.8,"H,,S",13.9,",,W",10.6,",,W",60,",,W",60,",,W",10.3,",,W",12.5,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,1/15/2019,3.8,",,W",,,,,,,17.5,",,W,2400",,,,,12.1,"H,,S",15,",,W",10,",,W",100,",,W",90,",,W",7.6,",,W",10.7,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,1/16/2019,3.7,",,W",,,,,,,17,",,W,2400",,,,,12.9,"H,,S",16.1,",,W",12.2,",,W",130,",,W",140,",,W",7.6,",,W",11.2,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,1/17/2019,5,",,W",,,,,,,14.5,",,W,2400",,,,,15.6,"H,,S",16.1,",,W",14.4,",,W",210,",,W",190,",,W",10.3,",,W",13.4,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,1/18/2019,2.5,",,W",,,,,,,0,",,W,2400",,,,,14.8,"H,,S",17.8,",,W",12.2,",,W",270,",,W",220,",,W",5.4,",,W",7.2,",,W",1,",,W",1,",,W",,,,,,,,,,,1,",,W",,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,1/19/2019,2.7,",,W",,,,,,,0,",,W,2400",,,,,16,"H,,S",24.4,",,W",11.1,",,W",270,",,W",10,",,W",5.8,",,W",8.1,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,1/20/2019,4.1,",,W",,,,,,,0,",,W,2400",,,,,16.6,"H,,S",21.1,",,W",12.2,",,W",270,",,W",270,",,W",13.4,",,W",15.7,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,1/21/2019,7.5,",,W",,,,,,,0,",,W,2400",,,,,14.9,"H,,S",16.7,",,W",12.2,",,W",270,",,W",260,",,W",16.1,",,W",18.8,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,1/22/2019,3.7,",,W",,,,,,,0,",,W,2400",,,,,14.3,"H,,S",18.3,",,W",11.1,",,W",330,",,W",330,",,W",10.7,",,W",17,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,1/23/2019,2.2,",,W",,,,,,,0,",,W,2400",,,,,13.6,"H,,S",18.3,",,W",7.2,",,W",270,",,W",270,",,W",6.3,",,W",7.6,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,1/24/2019,2.1,",,W",,,,,,,0,",,W,2400",,,,,15,"H,,S",25.6,",,W",9.4,",,W",260,",,W",330,",,W",5.4,",,W",7.2,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,1/25/2019,2,",,W",,,,,,,0,",,W,2400",,,,,16.6,"H,,S",23.9,",,W",10,",,W",270,",,W",280,",,W",7.6,",,W",8.9,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,1/26/2019,1.7,",,W",,,,,,,0,",,W,2400",,,,,16.9,"H,,S",23.3,",,W",10,",,W",280,",,W",270,",,W",5.4,",,W",6.7,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,1/27/2019,2.1,",,W",,,,,,,0,",,W,2400",,,,,17.4,"H,,S",22.8,",,W",10.6,",,W",260,",,W",260,",,W",5.4,",,W",6.3,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,1/28/2019,2.2,",,W",,,,,,,0,",,W,2400",,,,,15.3,"H,,S",21.1,",,W",9.4,",,W",280,",,W",270,",,W",6.3,",,W",7.2,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,1/29/2019,2,",,W",,,,,,,0,"T,,W,2400",,,,,15.9,"H,,S",20,",,W",12.8,",,W",270,",,W",280,",,W",7.2,",,W",8.5,",,W",1,",,W",,,,,,,,,,,,,1,",,W",,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,1/30/2019,2.1,",,W",,,,,,,0,",,W,2400",,,,,14.9,"H,,S",17.8,",,W",12.8,",,W",260,",,W",260,",,W",7.2,",,W",8.5,",,W",1,",,W",,,,,,,,,,,,,1,",,W",,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,1/31/2019,3.3,",,W",,,,,,,20.6,",,W,2400",,,,,14.3,"H,,S",15.6,",,W",11.7,",,W",40,",,W",30,",,W",10.7,",,W",12.1,",,W",1,",,W",,,1,",,W",,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,2/1/2019,2.9,",,W",,,,,,,0.3,",,W,2400",,,,,13,"H,,S",17.2,",,W",9.4,",,W",100,",,W",160,",,W",5.8,",,W",7.6,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,2/2/2019,5.1,",,W",,,,,,,36.8,",,W,2400",,,,,13.8,"H,,S",15.6,",,W",11.1,",,W",260,",,W",180,",,W",11.2,",,W",15.7,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,2/3/2019,3.5,",,W",,,,,,,6.4,",,W,2400",,,,,13.2,"H,,S",15,",,W",10.6,",,W",250,",,W",260,",,W",7.2,",,W",10.7,",,W",1,",,W",,,,,,,,,,,,,1,",,W",,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,2/4/2019,5.5,",,W",,,,,,,6.9,",,W,2400",,,,,13.3,"H,,S",15.6,",,W",11.7,",,W",210,",,W",210,",,W",10.3,",,W",14.3,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,2/5/2019,6.4,",,W",,,,,,,3,",,W,2400",,,,,12.1,"H,,S",13.3,",,W",8.3,",,W",270,",,W",260,",,W",13.4,",,W",16.1,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,2/6/2019,4.2,",,W",,,,,,,0,",,W,2400",,,,,9.8,"H,,S",12.8,",,W",6.7,",,W",250,",,W",260,",,W",8.1,",,W",9.8,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,2/7/2019,3.1,",,W",,,,,,,0,",,W,2400",,,,,10.7,"H,,S",16.1,",,W",5.6,",,W",280,",,W",280,",,W",6.3,",,W",7.6,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,2/8/2019,3,",,W",,,,,,,0,",,W,2400",,,,,11.4,"H,,S",16.1,",,W",5.6,",,W",240,",,W",240,",,W",6.7,",,W",8.5,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,2/9/2019,3.3,",,W",,,,,,,5.8,",,W,2400",,,,,11.2,"H,,S",14.4,",,W",7.8,",,W",230,",,W",260,",,W",6.7,",,W",8.5,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,2/10/2019,4.7,",,W",,,,,,,2.5,",,W,2400",,,,,11.3,"H,,S",14.4,",,W",8.9,",,W",270,",,W",270,",,W",12.5,",,W",14.3,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,2/11/2019,3.5,",,W",,,,,,,0,",,W,2400",,,,,10.6,"H,,S",15,",,W",5.6,",,W",330,",,W",340,",,W",8.1,",,W",11.6,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,2/12/2019,2.6,",,W",,,,,,,0,",,W,2400",,,,,12.1,"H,,S",20,",,W",6.7,",,W",50,",,W",50,",,W",5.8,",,W",7.2,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,2/13/2019,4.6,",,W",,,,,,,2.3,",,W,2400",,,,,13,"H,,S",16.1,",,W",10.6,",,W",100,",,W",90,",,W",10.7,",,W",13.9,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,2/14/2019,6,",,W",,,,,,,42.7,",,W,2400",,,,,13.7,"H,,S",17.2,",,W",11.7,",,W",260,",,W",230,",,W",11.2,",,W",15.2,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,2/15/2019,4.1,",,W",,,,,,,3.3,",,W,2400",,,,,13.1,"H,,S",15.6,",,W",10,",,W",260,",,W",270,",,W",12.5,",,W",13.9,",,W",1,",,W",,,,,,,,,,,,,1,",,W",,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,2/16/2019,5.9,",,W",,,,,,,0,",,W,2400",,,,,11.9,"H,,S",15,",,W",8.9,",,W",270,",,W",260,",,W",13.9,",,W",16.1,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,2/17/2019,6.9,",,W",,,,,,,0.5,",,W,2400",,,,,11.7,"H,,S",13.3,",,W",7.2,",,W",270,",,W",270,",,W",17,",,W",20.1,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,2/18/2019,4.1,",,W",,,,,,,0,",,W,2400",,,,,10.9,"H,,S",15,",,W",7.8,",,W",260,",,W",260,",,W",9.8,",,W",11.6,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,2/19/2019,3.6,",,W",,,,,,,0,",,W,2400",,,,,10.9,"H,,S",14.4,",,W",5.6,",,W",260,",,W",310,",,W",7.6,",,W",9.8,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,2/20/2019,5.4,",,W",,,,,,,0.3,",,W,2400",,,,,10.2,"H,,S",14.4,",,W",5.6,",,W",270,",,W",270,",,W",12.5,",,W",14.3,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,2/21/2019,3.3,",,W",,,,,,,0,",,W,2400",,,,,10.6,"H,,S",13.9,",,W",7.2,",,W",270,",,W",300,",,W",9.4,",,W",12.1,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,2/22/2019,3.7,",,W",,,,,,,0,",,W,2400",,,,,10,"H,,S",15.6,",,W",5,",,W",260,",,W",270,",,W",11.2,",,W",12.5,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,2/23/2019,3.2,",,W",,,,,,,0,",,W,2400",,,,,11,"H,,S",16.1,",,W",5,",,W",250,",,W",260,",,W",6.7,",,W",8.5,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,2/24/2019,2.7,",,W",,,,,,,0,",,W,2400",,,,,12.1,"H,,S",17.8,",,W",7.2,",,W",260,",,W",270,",,W",8.1,",,W",9.8,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,2/25/2019,2.4,",,W",,,,,,,0,",,W,2400",,,,,13.1,"H,,S",18.3,",,W",8.3,",,W",260,",,W",250,",,W",6.3,",,W",7.6,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,2/26/2019,2.9,",,W",,,,,,,0,",,W,2400",,,,,12.7,"H,,S",16.7,",,W",8.9,",,W",260,",,W",260,",,W",7.6,",,W",8.5,",,W",1,",,W",,,,,,,,,,,,,1,",,W",,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,2/27/2019,2.6,",,W",,,,,,,0,"T,,W,2400",,,,,13.7,"H,,S",17.2,",,W",11.7,",,W",250,",,W",250,",,W",6.3,",,W",7.2,",,W",,,,,,,,,,,,,,,1,",,W",,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,2/28/2019,3.6,",,W",,,,,,,1.5,",,W,2400",,,,,14.5,"H,,S",17.8,",,W",12.8,",,W",280,",,W",170,",,W",5.8,",,W",7.6,",,W",1,",,W",,,,,,,,,,,,,1,",,W",,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,3/1/2019,2.7,",,W",,,,,,,0,",,W,2400",,,,,14.7,"H,,S",16.7,",,W",13.3,",,W",260,",,W",260,",,W",6.3,",,W",7.6,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,3/2/2019,4.3,",,W",,,,,,,25.1,",,W,2400",,,,,14.2,"H,,S",16.7,",,W",12.8,",,W",280,",,W",310,",,W",7.2,",,W",12.1,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,3/3/2019,4.1,",,W",,,,,,,1.3,",,W,2400",,,,,14.1,"H,,S",15,",,W",12.8,",,W",270,",,W",250,",,W",7.6,",,W",9.8,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,3/4/2019,4.3,",,W",,,,,,,0,",,W,2400",,,,,13.8,"H,,S",16.1,",,W",12.2,",,W",280,",,W",280,",,W",7.6,",,W",9.8,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,3/5/2019,3.2,",,W",,,,,,,1.5,",,W,2400",,,,,13,"H,,S",16.7,",,W",8.9,",,W",280,",,W",280,",,W",10.7,",,W",13,",,W",,,,,1,",,W",,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,3/6/2019,3.8,",,W",,,,,,,24.9,",,W,2400",,,,,14.6,"H,,S",16.1,",,W",12.8,",,W",100,",,W",100,",,W",8.9,",,W",10.7,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,3/7/2019,4.5,",,W",,,,,,,0,",,W,2400",,,,,13.8,"H,,S",15.6,",,W",11.1,",,W",260,",,W",280,",,W",8.9,",,W",10.7,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,3/8/2019,7.1,",,W",,,,,,,0,",,W,2400",,,,,12.9,"H,,S",15,",,W",10,",,W",270,",,W",270,",,W",14.3,",,W",16.5,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,3/9/2019,4.6,",,W",,,,,,,0,",,W,2400",,,,,12.1,"H,,S",16.1,",,W",8.3,",,W",270,",,W",270,",,W",8.9,",,W",10.3,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,3/10/2019,3,",,W",,,,,,,0,",,W,2400",,,,,11.9,"H,,S",15.6,",,W",8.9,",,W",260,",,W",250,",,W",7.2,",,W",8.5,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,3/11/2019,2.4,",,W",,,,,,,0,"T,,W,2400",,,,,13.1,"H,,S",19.4,",,W",9.4,",,W",20,",,W",20,",,W",8.9,",,W",12.1,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,3/12/2019,6,",,W",,,,,,,0,",,W,2400",,,,,16.4,"H,,S",20,",,W",11.7,",,W",270,",,W",260,",,W",14.3,",,W",16.5,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,3/13/2019,5.2,",,W",,,,,,,0,",,W,2400",,,,,14.8,"H,,S",20,",,W",12.2,",,W",280,",,W",280,",,W",13.4,",,W",15.2,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,3/14/2019,2.3,",,W",,,,,,,0,",,W,2400",,,,,15.1,"H,,S",21.1,",,W",9.4,",,W",260,",,W",250,",,W",7.2,",,W",8.5,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,3/15/2019,2.7,",,W",,,,,,,0,",,W,2400",,,,,16.5,"H,,S",23.3,",,W",8.9,",,W",240,",,W",240,",,W",6.7,",,W",8.5,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,3/16/2019,2.5,",,W",,,,,,,0,",,W,2400",,,,,19.2,"H,,S",25.6,",,W",10,",,W",240,",,W",250,",,W",7.2,",,W",8.9,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,3/17/2019,3.3,",,W",,,,,,,0,",,W,2400",,,,,19.1,"H,,S",27.2,",,W",13.3,",,W",260,",,W",260,",,W",7.6,",,W",8.9,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,3/18/2019,2.6,",,W",,,,,,,0,",,W,2400",,,,,17.9,"H,,S",22.8,",,W",12.8,",,W",270,",,W",270,",,W",6.7,",,W",8.5,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,3/19/2019,2.6,",,W",,,,,,,0,"T,,W,2400",,,,,15.1,"H,,S",18.3,",,W",11.7,",,W",100,",,W",180,",,W",6.3,",,W",10.3,",,W",1,",,W",1,",,W",,,,,,,,,,,1,",,W",,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,3/20/2019,5,",,W",,,,,,,0,"T,,W,2400",,,,,15.8,"H,,S",18.9,",,W",12.8,",,W",280,",,W",270,",,W",10.3,",,W",12.5,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,3/21/2019,4.6,",,W",,,,,,,0.5,",,W,2400",,,,,14,"H,,S",16.7,",,W",12.2,",,W",270,",,W",240,",,W",7.2,",,W",9.8,",,W",,,,,,,,,,,,,,,1,",,W",,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,3/22/2019,3.5,",,W",,,,,,,0,",,W,2400",,,,,13.4,"H,,S",18.3,",,W",8.9,",,W",250,",,W",250,",,W",7.6,",,W",10.7,",,W",,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866,29.7,3/23/2019,3.8,",,W",,,,,,,0,",,W,2400",,,,,14.9,"H,,S",18.3,",,W",13.3,",,W",260,",,W",260,",,W",8.1,",,W",9.4,",,W",,,,,,,,,,,,,,,,,,
